doc_type	doc_id	num	date_str	description	url_metadata	lang	url_pdf	grade_id	book_id	book_name	chapter_name
lk_edupub	2025-01-01-9-ta-237-grade-9-ta-04	9-ta-237-grade-9-ta-04	2025-01-01	"(Grade 9/ta) செயன்முறைத் தொழினுட்பத் திறன்கள் - 04	வணிக நடவடிக்கைகள்"	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/PTSg9t/C4.pdf	9	237	செயன்முறைத் தொழினுட்பத் திறன்கள்	"04	வணிக நடவடிக்கைகள்"
lk_edupub	2025-01-01-9-ta-237-grade-9-ta-03	9-ta-237-grade-9-ta-03	2025-01-01	"(Grade 9/ta) செயன்முறைத் தொழினுட்பத் திறன்கள் - 03	ஆரம்பத் தொழினுட்பவியல்"	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/PTSg9t/C3.pdf	9	237	செயன்முறைத் தொழினுட்பத் திறன்கள்	"03	ஆரம்பத் தொழினுட்பவியல்"
lk_edupub	2025-01-01-9-ta-237-grade-9-ta-02	9-ta-237-grade-9-ta-02	2025-01-01	"(Grade 9/ta) செயன்முறைத் தொழினுட்பத் திறன்கள் - 02	உணவு"	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/PTSg9t/C2.pdf	9	237	செயன்முறைத் தொழினுட்பத் திறன்கள்	"02	உணவு"
lk_edupub	2025-01-01-9-ta-237-grade-9-ta-01-3	9-ta-237-grade-9-ta-01-3	2025-01-01	"(Grade 9/ta) செயன்முறைத் தொழினுட்பத் திறன்கள் - 01-3	விவசாயம்"	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/PTSg9t/C1.3.pdf	9	237	செயன்முறைத் தொழினுட்பத் திறன்கள்	"01-3	விவசாயம்"
lk_edupub	2025-01-01-9-ta-237-grade-9-ta-01-2	9-ta-237-grade-9-ta-01-2	2025-01-01	"(Grade 9/ta) செயன்முறைத் தொழினுட்பத் திறன்கள் - 01-2	விவசாயம்"	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/PTSg9t/C1.2.pdf	9	237	செயன்முறைத் தொழினுட்பத் திறன்கள்	"01-2	விவசாயம்"
lk_edupub	2025-01-01-9-ta-237-grade-9-ta-01-1	9-ta-237-grade-9-ta-01-1	2025-01-01	"(Grade 9/ta) செயன்முறைத் தொழினுட்பத் திறன்கள் - 01-1	விவசாயம்"	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/PTSg9t/C1.pdf	9	237	செயன்முறைத் தொழினுட்பத் திறன்கள்	"01-1	விவசாயம்"
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-28	9-ta-234-grade-9-ta-28	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 28 முக்கியமானவற்றிற்கு முன்னுரிமை வழங்குவோம்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 28.pdf	9	234	இஸ்லாம் 	28 முக்கியமானவற்றிற்கு முன்னுரிமை வழங்குவோம்
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-27	9-ta-234-grade-9-ta-27	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 27 ஹதீஸ் தொகுப்பாசிரியர் வரலாறு	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 27.pdf	9	234	இஸ்லாம் 	27 ஹதீஸ் தொகுப்பாசிரியர் வரலாறு
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-26	9-ta-234-grade-9-ta-26	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 26 பிக்ஹூத் துறை இமாம்களைத் தெரிந்து கொள்வோம்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 26.pdf	9	234	இஸ்லாம் 	26 பிக்ஹூத் துறை இமாம்களைத் தெரிந்து கொள்வோம்
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-25	9-ta-234-grade-9-ta-25	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 25 நபிகளாரின் அழகிய முன்மாதிரிகளை ஏற்று நடப்போம்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 25.pdf	9	234	இஸ்லாம் 	25 நபிகளாரின் அழகிய முன்மாதிரிகளை ஏற்று நடப்போம்
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-24	9-ta-234-grade-9-ta-24	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 24 நபி வழி நடப்போம் (ஹதீஸ்கள்)	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 24.pdf	9	234	இஸ்லாம் 	24 நபி வழி நடப்போம் (ஹதீஸ்கள்)
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-23	9-ta-234-grade-9-ta-23	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 23 ஹதீஸ் வகைகள்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 23.pdf	9	234	இஸ்லாம் 	23 ஹதீஸ் வகைகள்
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-22-ii	9-ta-234-grade-9-ta-22-ii	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 22 அல்குர்ஆனைக் கற்போம் II	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 22.pdf	9	234	இஸ்லாம் 	22 அல்குர்ஆனைக் கற்போம் II
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-21-i	9-ta-234-grade-9-ta-21-i	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 21 அல்குர்ஆனைக் கற்போம் I	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 21.pdf	9	234	இஸ்லாம் 	21 அல்குர்ஆனைக் கற்போம் I
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-20	9-ta-234-grade-9-ta-20	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 20 பொருளியல் பற்றித் தெரிந்திடுவோம்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 20.pdf	9	234	இஸ்லாம் 	20 பொருளியல் பற்றித் தெரிந்திடுவோம்
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-19	9-ta-234-grade-9-ta-19	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 19 துணிலும் மனோவலிமையும் பெற்றிடுவோம்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 19.pdf	9	234	இஸ்லாம் 	19 துணிலும் மனோவலிமையும் பெற்றிடுவோம்
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-18	9-ta-234-grade-9-ta-18	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 18 முஸ்லிம் வீட்டை அறிமுகப்படுத்துவோம்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 18.pdf	9	234	இஸ்லாம் 	18 முஸ்லிம் வீட்டை அறிமுகப்படுத்துவோம்
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-17	9-ta-234-grade-9-ta-17	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 17 அல் இஹ்ஸான்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 17.pdf	9	234	இஸ்லாம் 	17 அல் இஹ்ஸான்
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-16	9-ta-234-grade-9-ta-16	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 16 விருந்தினரை உபசரிப்போம்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 16.pdf	9	234	இஸ்லாம் 	16 விருந்தினரை உபசரிப்போம்
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-15	9-ta-234-grade-9-ta-15	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 15 நன்மையை ஏவித் தீமையைத் தடுப்போம்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 15.pdf	9	234	இஸ்லாம் 	15 நன்மையை ஏவித் தீமையைத் தடுப்போம்
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-14-ii	9-ta-234-grade-9-ta-14-ii	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 14 அல்குர்ஆன் கூறும் நற்பண்புகள் II	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 14.pdf	9	234	இஸ்லாம் 	14 அல்குர்ஆன் கூறும் நற்பண்புகள் II
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-13-i	9-ta-234-grade-9-ta-13-i	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 13 அல்குர்ஆன் கூறும் நற்பண்புகள் I	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 13.pdf	9	234	இஸ்லாம் 	13 அல்குர்ஆன் கூறும் நற்பண்புகள் I
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-12	9-ta-234-grade-9-ta-12	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 12 மக்பராவைத் தரிசிப்போம்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 12.pdf	9	234	இஸ்லாம் 	12 மக்பராவைத் தரிசிப்போம்
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-11	9-ta-234-grade-9-ta-11	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 11 திக்ரும் ஸலவாத்தும்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 11.pdf	9	234	இஸ்லாம் 	11 திக்ரும் ஸலவாத்தும்
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-10	9-ta-234-grade-9-ta-10	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 10 ஸூன்னத்தான தொழுகைகள்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 10.pdf	9	234	இஸ்லாம் 	10 ஸூன்னத்தான தொழுகைகள்
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-09	9-ta-234-grade-9-ta-09	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 09 ஜனாஸாவின் கடமைகளை நிறைவேற்றுவோம்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 09.pdf	9	234	இஸ்லாம் 	09 ஜனாஸாவின் கடமைகளை நிறைவேற்றுவோம்
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-08	9-ta-234-grade-9-ta-08	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 08 பிரயாணத்தின்போதும் தொழுகையை நியைவேற்றுவோம்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 08.pdf	9	234	இஸ்லாம் 	08 பிரயாணத்தின்போதும் தொழுகையை நியைவேற்றுவோம்
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-07	9-ta-234-grade-9-ta-07	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 07 தொழுகையை விடுவதால் ஏறபடும் விபரீதங்கள்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 07.pdf	9	234	இஸ்லாம் 	07 தொழுகையை விடுவதால் ஏறபடும் விபரீதங்கள்
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-06	9-ta-234-grade-9-ta-06	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 06 ஜனாபத்திலிருந்து சுத்தம் பெறுவோம்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 06.pdf	9	234	இஸ்லாம் 	06 ஜனாபத்திலிருந்து சுத்தம் பெறுவோம்
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-05	9-ta-234-grade-9-ta-05	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 05 நிலையான வாழ்க்கைக்குத் தயாராவோம்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 05.pdf	9	234	இஸ்லாம் 	05 நிலையான வாழ்க்கைக்குத் தயாராவோம்
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-04-ii	9-ta-234-grade-9-ta-04-ii	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 04 ரிஸாலத் II (இறைத் தூதர்கள்)	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 04.pdf	9	234	இஸ்லாம் 	04 ரிஸாலத் II (இறைத் தூதர்கள்)
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-03-i	9-ta-234-grade-9-ta-03-i	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 03 ரிஸாலத் I (ரிஸாலத்தின் அவசியம்)	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 03.pdf	9	234	இஸ்லாம் 	03 ரிஸாலத் I (ரிஸாலத்தின் அவசியம்)
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-02	9-ta-234-grade-9-ta-02	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 02 அல்லாஹ்வின் நாட்டத்தில் திருப்தியடைவோம்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 02.pdf	9	234	இஸ்லாம் 	02 அல்லாஹ்வின் நாட்டத்தில் திருப்தியடைவோம்
lk_edupub	2025-01-01-9-ta-234-grade-9-ta-01	9-ta-234-grade-9-ta-01	2025-01-01	(Grade 9/ta) இஸ்லாம்  - 01 படைப்புக்கள் சிலவற்றை அறிவோம்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/islam g9t/Chapter 01.pdf	9	234	இஸ்லாம் 	01 படைப்புக்கள் சிலவற்றை அறிவோம்
lk_edupub	2025-01-01-9-ta-230-grade-9-ta-23	9-ta-230-grade-9-ta-23	2025-01-01	"(Grade 9/ta) சைவ நெறி   - 23	சூழலைப் பாதுகாப்போம்"	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/hindu g9t/C23.pdf	9	230	சைவ நெறி  	"23	சூழலைப் பாதுகாப்போம்"
lk_edupub	2025-01-01-9-ta-230-grade-9-ta-22	9-ta-230-grade-9-ta-22	2025-01-01	"(Grade 9/ta) சைவ நெறி   - 22	கொழும்பு விவேகானந்த சபை"	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/hindu g9t/C22.pdf	9	230	சைவ நெறி  	"22	கொழும்பு விவேகானந்த சபை"
lk_edupub	2025-01-01-9-ta-230-grade-9-ta-21	9-ta-230-grade-9-ta-21	2025-01-01	"(Grade 9/ta) சைவ நெறி   - 21	இலங்கைச் சைவ ஆலயங்கள்"	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/hindu g9t/C21.pdf	9	230	சைவ நெறி  	"21	இலங்கைச் சைவ ஆலயங்கள்"
lk_edupub	2025-01-01-9-ta-230-grade-9-ta-20	9-ta-230-grade-9-ta-20	2025-01-01	"(Grade 9/ta) சைவ நெறி   - 20	இலங்கைச் சைவ மரபுகளைப் பேணுவோம்"	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/hindu g9t/C20.pdf	9	230	சைவ நெறி  	"20	இலங்கைச் சைவ மரபுகளைப் பேணுவோம்"
lk_edupub	2025-01-01-9-ta-230-grade-9-ta-19	9-ta-230-grade-9-ta-19	2025-01-01	"(Grade 9/ta) சைவ நெறி   - 19	நாட்டார் தெய்வங்களை வணங்குவோம்"	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/hindu g9t/C19.pdf	9	230	சைவ நெறி  	"19	நாட்டார் தெய்வங்களை வணங்குவோம்"
lk_edupub	2025-01-01-9-ta-230-grade-9-ta-18	9-ta-230-grade-9-ta-18	2025-01-01	"(Grade 9/ta) சைவ நெறி   - 18	சைவ சித்தாந்தத்தின் பாசம்"	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/hindu g9t/C18.pdf	9	230	சைவ நெறி  	"18	சைவ சித்தாந்தத்தின் பாசம்"
